,memberID,b_g,total_hits
6214,35660,172 0,0.670673166
6215,35660,172 1,0.154732342
6216,35660,191 0,0.166567874
6217,35660,192 0,0.032433241
6218,35660,259 0,0.786491154
6219,35660,259 1,0.101701392
6220,35660,261 0,0.101701392
6221,35660,261 1,0.057432619
6222,35660,266 0,0.51047381
6223,35660,267 1,1.066220388
6224,35660,285 0,0.097299723
6225,35660,285 1,0.352029578
6226,35660,354 1,0.101701392
6227,35660,360 1,0.101701392
6228,35660,375 1,0.861489289
6229,35660,383 1,2.272595172
6230,35660,384 1,0.101701392
6231,35660,386 0,0.997662203
6232,35660,386 1,0.324332409
6233,35660,394 1,0.203402785
6234,35660,396 0,0.101701392
6235,35660,409 1,0.032433241
6236,35660,411 1,0.057432619
6237,35660,425 0,0.458467042
6238,35660,425 1,2.505699897
6239,35660,485 0,0.325701886
6240,35660,485 1,0.708460826
6241,35660,700 0,0.379093427
6242,35660,700 1,4.78874437
6243,35660,716 1,0.305104177
6244,35660,764 1,46.91211651
6245,35660,811 0,0.032433241
6246,35660,811 1,1.553511293
6247,35660,836 0,0.032433241
6248,35660,836 1,1.830625061
6249,35660,837 1,0.134134633
6250,35660,840 1,0.203402785
6251,35660,875 1,0.101701392
6252,35692,425 0,0.351339798
6253,35692,460 0,0.057432619
6254,35692,716 0,0.318906557
6255,35757,115 0,1
6256,35757,133 0,1.203402785
6257,35757,349 0,1
6258,35757,566 0,0.318906557
6259,35757,700 0,17.82359061
6260,35757,718 0,0.318906557
6261,35773,1182 1,1
6262,35773,1424 1,1
6263,35773,1445 1,1
6264,35773,238 1,1
6265,35773,629 1,0.564718122
6266,35773,661 1,1
6267,35773,875 0,3
6268,35773,875 1,14.56471812
6269,35773,993 1,1
6270,35787,118 1,0.057432619
6271,35787,1214 0,3.388308732
6272,35787,1220 1,0.032433241
6273,35787,133 0,0.032433241
6274,35787,1390 0,0.032433241
6275,35787,19 0,0.35676565
6276,35787,258 0,0.057432619
6277,35787,271 0,0.064866482
6278,35787,285 1,0.057432619
6279,35787,338 1,0.057432619
6280,35787,345 0,0.057432619
6281,35787,365 0,0.122299101
6282,35787,365 1,2.211280151
6283,35787,383 0,0.508506962
6284,35787,386 1,0.032433241
6285,35787,388 0,0.057432619
6286,35787,388 1,0.057432619
6287,35787,460 1,0.032433241
6288,35787,485 0,0.097299723
6289,35787,617 0,0.032433241
6290,35787,618 0,0.097299723
6291,35787,700 0,0.08986586
6292,35787,716 0,0.057432619
6293,35787,741 1,0.057432619
6294,35787,80 0,0.154732342
6295,35787,80 1,2.870971453
6296,35787,819 0,0.032433241
6297,35787,824 1,1.825561908
6298,35787,829 0,12.69954258
6299,35787,836 0,1.998218576
6300,35787,836 1,2.341200058
6301,35787,837 0,4.318803153
6302,35787,910 1,0.032433241
6303,35787,970 1,0.08986586
6304,35788,259 0,3.061569307
6305,35803,1011 1,0.172297858
6306,35803,1109 1,0.564718122
6307,35803,1110 1,1
6308,35803,115 1,6.776617464
6309,35803,1317 1,0.564718122
6310,35803,1509 1,5
6311,35803,172 1,3.564718122
6312,35803,260 1,2.82359061
6313,35803,267 1,1
6314,35803,375 1,2.82359061
6315,35803,383 1,0.564718122
6316,35803,388 1,6.085751176
6317,35803,425 1,2
6318,35803,485 1,3.507972131
6319,35803,59 1,0.564718122
6320,35803,7 1,5.64718122
6321,35803,716 1,1.564718122
6322,35803,836 1,4.564718122
6323,35803,866 1,2.232345901
6324,35803,886 1,7.82359061
6325,35803,924 1,0.564718122
6326,35804,617 0,0.032433241
6327,35822,1214 1,209.8405147
6328,35822,7 1,0.318906557
6329,35823,15 0,1.841452845
6330,35823,258 0,0.564718122
6331,35823,394 0,0.318906557
6332,35823,411 0,0.402028335
6333,35823,541 0,10.72964432
6334,35823,674 0,1.129436244
6335,35823,840 0,0.712016601
6336,35832,837 0,1.694154366
6337,35832,837 1,1.118715315
6338,35834,15 1,2.258872488
6339,35834,2 1,1.694154366
6340,35834,935 1,2.086155916
6341,35835,115 0,0.318906557
6342,35835,1214 0,30.29612295
6343,35835,1214 1,12.43735574
6344,35835,1237 1,0.318906557
6345,35835,1390 0,0.318906557
6346,35838,1214 1,0.318906557
6347,35838,460 1,1.275626229
6348,35849,1517 1,0.032433241
6349,35849,152 1,0.637813115
6350,35849,388 1,0.162166204
6351,35849,425 1,1.309825276
6352,35849,429 1,0.032433241
6353,35873,1011 1,9.035489952
6354,35873,1159 1,1.155720787
6355,35873,1231 1,0.064866482
6356,35873,15 1,3.420741973
6357,35873,252 1,1.129436244
6358,35873,744 1,0.564718122
6359,35873,764 1,6.086754802
6360,35873,770 1,0.203402785
6361,35880,1214 1,9.035489952
6362,35880,147 1,0.101701392
6363,35880,15 1,1.929990392
6364,35880,1509 1,0.564718122
6365,35880,2141 1,1.694154366
6366,35880,394 1,0.057432619
6367,35880,396 1,0.101701392
6368,35880,460 1,0.064866482
6369,35880,464 1,0.032433241
6370,35880,618 1,0.101701392
6371,35880,786 1,0.032433241
6372,35896,1420 1,0.498998869
6373,35896,1424 1,0.180092312
6374,35896,152 1,0.180092312
6375,35896,236 1,0.057432619
6376,35896,496 1,0.720369249
6377,35896,668 1,0.180092312
6378,35896,716 1,0.180092312
6379,35896,836 1,0.73701598
6380,35896,866 1,9.463931407
6381,35896,924 1,0.180092312
6382,35896,970 1,0.057432619
6383,35921,1384 0,0.564718122
6384,35921,1597 0,2.527765961
6385,35921,718 0,0.360184624
6386,35921,984 0,0.900461561
6387,35927,1266 1,1.275626229
6388,35976,1109 1,0.564718122
6389,35976,1142 0,0.101701392
6390,35976,1192 1,0.564718122
6391,35976,1192 2,0.114865239
6392,35976,1220 1,0.318906557
6393,35976,172 1,0.744810434
6394,35976,172 2,0.057432619
6395,35976,192 0,0.101701392
6396,35976,2391 2,0.057432619
6397,35976,266 0,0.318906557
6398,35976,285 0,0.101701392
6399,35976,365 1,1.129436244
6400,35976,425 0,0.508506962
6401,35976,425 1,0.180092312
6402,35976,460 0,0.101701392
6403,35976,485 0,0.610208354
6404,35976,525 1,0.318906557
6405,35976,618 0,0.101701392
6406,35976,626 0,0.032433241
6407,35976,774 0,0.564718122
6408,35976,829 0,1.129436244
6409,35985,388 1,1.591340116
6410,36038,1214 1,9.451692947
6411,36038,383 1,0.180092312
6412,36038,667 1,0.180092312
6413,36039,1214 1,0.486498613
6414,36039,137 1,0.956719672
6415,36039,837 1,0.318906557
6416,36039,867 1,1.913439344
6417,36045,1171 0,0.101701392
6418,36045,1214 0,13.07516885
6419,36045,1214 1,7.972663933
6420,36045,700 0,0.637813115
6421,36045,806 0,2.584467867
6422,36072,259 0,0.305104177
6423,36079,333 0,3.189065573
6424,36099,260 0,0.057432619
6425,36099,285 1,0.032433241
6426,36099,811 1,0.097299723
6427,36138,1091 0,0.101701392
6428,36138,133 0,0.508506962
6429,36138,380 0,1.525520885
6430,36138,388 0,0.101701392
6431,36138,566 0,0.101701392
6432,36138,881 0,0.101701392
6433,36156,1214 0,0.057432619
6434,36156,1214 1,27.01392056
6435,36229,1321 1,0.318906557
6436,36229,1324 1,0.318906557
6437,36229,267 1,0.637813115
6438,36229,744 1,0.318906557
6439,36242,130 1,0.564718122
6440,36242,238 1,2.258872488
6441,36242,889 1,0.032433241
6442,36263,115 0,0.147298479
6443,36263,133 0,0.318906557
6444,36263,19 0,0.114865239
6445,36263,271 0,0.767546078
6446,36263,271 1,0.180092312
6447,36263,425 0,0.229730477
6448,36263,460 0,0.650338427
6449,36263,617 0,0.122299101
6450,36263,835 0,0.700671586
6451,36263,836 0,0.057432619
6452,36278,1136 1,0.064866482
6453,36278,115 0,0.318906557
6454,36278,1258 1,0.064866482
6455,36278,1297 1,0.032433241
6456,36278,1325 1,0.064866482
6457,36278,1332 1,0.032433241
6458,36278,19 0,0.637813115
6459,36278,266 1,2.337781083
6460,36278,267 1,3.189065573
6461,36278,285 1,0.180092312
6462,36278,356 1,0.180092312
6463,36278,383 1,1.756698991
6464,36278,388 1,0.291899168
6465,36278,394 1,0.212525553
6466,36278,396 1,0.032433241
6467,36278,406 1,0.237524931
6468,36278,409 1,1.129436244
6469,36278,485 1,0.134134633
6470,36278,527 0,0.637813115
6471,36278,626 1,0.129732964
6472,36278,692 1,0.032433241
6473,36278,716 1,0.032433241
6474,36278,732 1,0.032433241
6475,36278,881 1,0.032433241
6476,36340,137 1,0.064866482
6477,36363,1302 0,0.032433241
6478,36363,256 0,0.032433241
6479,36363,259 0,0.244958794
6480,36363,285 0,0.032433241
6481,36363,345 0,0.324332409
6482,36363,386 0,0.212525553
6483,36363,425 0,0.327390792
6484,36363,460 0,0.097299723
6485,36363,485 0,0.032433241
6486,36363,541 0,0.752802489
6487,36363,700 0,0.032433241
6488,36363,836 0,0.032433241
6489,36374,1214 1,3.189065573
6490,36374,1225 1,0.032433241
6491,36374,18 1,0.101701392
6492,36397,425 0,0.032433241
6493,36401,104 1,0.180092312
6494,36401,1040 1,0.180092312
6495,36401,1136 1,1.892404997
6496,36401,1137 1,0.180092312
6497,36401,1169 1,0.057432619
6498,36401,1185 1,1.082833154
6499,36401,1224 1,0.032433241
6500,36401,1225 1,0.287163096
6501,36401,1233 1,0.180092312
6502,36401,1258 1,0.057432619
6503,36401,1318 1,0.180092312
6504,36401,1340 1,0.180092312
6505,36401,1366 1,0.057432619
6506,36401,15 1,0.918921908
6507,36401,152 1,0.790300666
6508,36401,1529 1,0.180092312
6509,36401,1662 1,0.057432619
6510,36401,2 1,0.35239017
6511,36401,259 0,0.318906557
6512,36401,266 1,0.172297858
6513,36401,267 1,0.114865239
6514,36401,295 0,0.318906557
6515,36401,353 1,0.417617244
6516,36401,375 1,1.981015434
6517,36401,383 1,0.360184624
6518,36401,429 1,1.474787753
6519,36401,485 1,0.564718122
6520,36401,540 1,7.383784798
6521,36401,552 1,0.360184624
6522,36401,566 1,0.389198891
6523,36401,618 1,0.454065373
6524,36401,624 1,0.407124998
6525,36401,700 1,0.057432619
6526,36401,716 1,2.881761131
6527,36401,744 1,0.057432619
6528,36401,767 1,0.180092312
6529,36401,811 1,0.900461561
6530,36401,836 1,1.140977198
6531,36401,837 1,2.35473739
6532,36415,261 1,10
6533,36415,744 1,10
6534,36419,115 1,0.114865239
6535,36419,1214 1,0.318906557
6536,36419,1358 1,0.057432619
6537,36419,137 1,0.743957663
6538,36419,1509 1,0.057432619
6539,36419,238 1,0.327390792
6540,36419,266 1,0.344595716
6541,36419,271 1,0.180092312
6542,36419,403 1,3.879431512
6543,36419,425 1,0.180092312
6544,36420,1214 1,0.360184624
6545,36420,285 0,0.101701392
6546,36420,460 0,4.78359836
6547,36457,700 0,0.057432619
6548,36460,285 0,0.180092312
6549,36469,1214 0,0.101701392
6550,36469,1214 1,4.963690672
6551,36507,1011 1,0.461886017
6552,36507,115 1,0.057432619
6553,36507,1231 1,0.101701392
6554,36507,133 1,0.057432619
6555,36507,1361 1,0.064866482
6556,36507,1448 1,0.064866482
6557,36507,1464 1,0.96929623
6558,36507,15 1,0.711909746
6559,36507,2261 2,0.574326193
6560,36507,238 1,0.057432619
6561,36507,2591 2,0.057432619
6562,36507,266 1,0.305104177
6563,36507,353 1,0.203402785
6564,36507,383 1,0.101701392
6565,36507,388 1,10
6566,36507,425 1,0.114865239
6567,36507,427 1,0.616231577
6568,36507,588 1,0.101701392
6569,36507,629 1,0.194599445
6570,36507,674 1,0.064866482
6571,36507,7 1,0.101701392
6572,36507,700 1,0.560168434
6573,36507,763 1,0.203402785
6574,36507,764 1,0.518931854
6575,36507,782 1,0.508506962
6576,36507,836 1,0.057432619
6577,36507,998 1,0.064866482
6578,36532,207 0,0.114865239
6579,36532,349 0,0.101701392
6580,36532,411 0,0.057432619
6581,36782,788 0,0.101701392
6582,36791,115 0,0.172297858
6583,36791,115 1,0.229730477
6584,36791,1171 0,0.237524931
6585,36813,1136 1,0.900461561
6586,36817,1214 1,0.318906557
6587,36836,1030 1,1.594532787
6588,36836,1109 1,0.318906557
6589,36836,1120 1,0.318906557
6590,36836,1289 2,0.057432619
6591,36836,1324 1,0.318906557
6592,36836,424 1,0.318906557
6593,36836,642 1,1.594532787
6594,36836,667 1,4.709290005
6595,36836,836 1,1.753666798
6596,36836,858 1,0.318906557
6597,36836,866 1,0.318906557
6598,36882,1011 0,0.032433241
6599,36882,1109 1,0.032433241
6600,36882,115 1,0.883624679
6601,36882,152 1,3.897171021
6602,36882,152 2,0.064866482
6603,36882,252 1,0.564718122
6604,36882,266 0,0.318906557
6605,36882,277 1,0.637813115
6606,36882,285 0,0.129732964
6607,36882,285 1,0.383773039
6608,36882,349 0,1.194302726
6609,36882,349 1,1.448342801
6610,36882,375 1,0.318906557
6611,36882,383 1,0.481072762
6612,36882,411 0,0.702679596
6613,36882,411 2,0.162166204
6614,36882,425 0,1.83211584
6615,36882,425 1,22.4891033
6616,36882,460 1,0.318906557
6617,36882,485 0,0.032433241
6618,36882,485 1,0.318906557
6619,36882,491 0,0.032433241
6620,36882,491 1,10.02184021
6621,36882,552 2,0.032433241
6622,36882,566 0,1.726587607
6623,36882,626 0,1.234964478
6624,36882,626 2,0.064866482
6625,36882,692 0,0.318906557
6626,36882,7 0,0.318906557
6627,36882,7 1,0.318906557
6628,36882,700 0,0.564718122
6629,36882,716 0,0.318906557
6630,36882,716 1,7.341335586
6631,36882,718 1,0.318906557
6632,36882,744 0,0.318906557
6633,36882,80 0,0.318906557
6634,36882,824 1,0.318906557
6635,36882,829 0,5.667223039
6636,36882,836 2,0.064866482
6637,36882,851 1,0.064866482
6638,36882,864 2,0.032433241
6639,36882,865 1,0.318906557
6640,36882,890 1,0.318906557
6641,36882,924 1,0.564718122
6642,36882,966 1,0.032433241
6643,36988,1146 1,0.101701392
6644,36988,1370 1,0.101701392
6645,36988,15 1,1.118715315
6646,36988,152 1,0.101701392
6647,36988,266 1,0.101701392
6648,36988,349 1,1.694154366
6649,36988,394 1,0.508506962
6650,36988,626 1,9
6651,37131,2 1,1.981015434
6652,37131,258 1,0.360184624
6653,37131,383 1,0.180092312
6654,37131,406 1,0.180092312
6655,37131,425 1,1.440738497
6656,37137,764 1,1.129436244
6657,37151,1017 0,0.032433241
6658,37151,115 0,0.057432619
6659,37151,1245 0,0.097299723
6660,37151,1313 0,0.032433241
6661,37151,15 0,0.057432619
6662,37151,1593 0,0.114865239
6663,37151,18 0,2.067574294
6664,37151,19 0,0.032433241
6665,37151,256 0,0.032433241
6666,37151,350 0,0.032433241
6667,37151,527 0,0.324332409
6668,37151,612 0,0.162166204
6669,37151,626 0,0.032433241
6670,37151,786 0,0.064866482
6671,37151,790 0,0.129732964
6672,37151,867 0,0.032433241
6673,37151,984 0,0.032433241
6674,37170,618 0,0.101701392
6675,37251,1011 0,1.129436244
6676,37251,1011 1,0.318906557
6677,37251,1017 0,6.776617464
6678,37251,1020 1,0.318906557
6679,37251,103 0,0.564718122
6680,37251,1053 0,1.129436244
6681,37251,1066 0,0.564718122
6682,37251,1068 0,0.564718122
6683,37251,1091 0,0.564718122
6684,37251,1147 0,0.564718122
6685,37251,115 0,2.82359061
6686,37251,1163 0,23.153443
6687,37251,1168 0,0.564718122
6688,37251,1171 0,4.517744976
6689,37251,1182 1,0.318906557
6690,37251,1197 0,2.82359061
6691,37251,1214 0,1.694154366
6692,37251,1267 0,0.564718122
6693,37251,1293 0,0.564718122
6694,37251,130 0,0.564718122
6695,37251,1313 0,0.564718122
6696,37251,133 0,2.82359061
6697,37251,133 1,3.06484415
6698,37251,1335 0,7.341335586
6699,37251,1354 0,0.564718122
6700,37251,1384 0,1.694154366
6701,37251,1389 0,2.258872488
6702,37251,1390 0,1.129436244
6703,37251,1392 0,1.129436244
6704,37251,1410 0,1.694154366
6705,37251,1474 0,0.564718122
6706,37251,15 0,2.258872488
6707,37251,1513 0,2.82359061
6708,37251,1529 0,0.564718122
6709,37251,1542 0,0.564718122
6710,37251,158 0,0.564718122
6711,37251,1593 0,1.694154366
6712,37251,1602 0,1.129436244
6713,37251,1605 0,0.564718122
6714,37251,165 0,1.129436244
6715,37251,172 0,7.906053708
6716,37251,172 1,0.318906557
6717,37251,174 0,0.564718122
6718,37251,18 0,1.694154366
6719,37251,19 0,14.68267117
6720,37251,191 0,0.564718122
6721,37251,192 0,5.082463098
6722,37251,207 0,0.564718122
6723,37251,220 0,0.564718122
6724,37251,238 0,2.258872488
6725,37251,238 1,0.318906557
6726,37251,25 0,2.82359061
6727,37251,252 0,0.564718122
6728,37251,256 0,10.72964432
6729,37251,258 0,0.564718122
6730,37251,259 0,1.129436244
6731,37251,260 0,0.564718122
6732,37251,260 1,0.318906557
6733,37251,261 0,1.129436244
6734,37251,266 0,5.082463098
6735,37251,285 0,1.129436244
6736,37251,285 1,0.318906557
6737,37251,290 0,0.564718122
6738,37251,295 0,1.694154366
6739,37251,303 0,1.129436244
6740,37251,308 0,0.564718122
6741,37251,333 0,2.82359061
6742,37251,345 0,8.47077183
6743,37251,349 0,1.694154366
6744,37251,349 1,0.318906557
6745,37251,350 0,1.129436244
6746,37251,352 0,1.129436244
6747,37251,356 0,0.564718122
6748,37251,365 0,0.564718122
6749,37251,366 0,0.564718122
6750,37251,380 0,0.564718122
6751,37251,383 0,7.906053708
6752,37251,385 0,0.564718122
6753,37251,386 0,0.564718122
6754,37251,388 0,10.72964432
6755,37251,388 1,0.360184624
6756,37251,396 0,1.129436244
6757,37251,403 0,1.129436244
6758,37251,406 0,1.129436244
6759,37251,409 0,0.564718122
6760,37251,411 0,2.258872488
6761,37251,425 0,6.211899342
6762,37251,452 0,0.564718122
6763,37251,454 0,2.258872488
6764,37251,460 0,8.47077183
6765,37251,464 0,3.953026854
6766,37251,480 0,6.776617464
6767,37251,485 0,9.035489952
6768,37251,486 0,1.129436244
6769,37251,527 0,28.80062422
6770,37251,541 0,3.388308732
6771,37251,554 0,0.564718122
6772,37251,566 0,2.82359061
6773,37251,59 0,2.82359061
6774,37251,617 0,1.129436244
6775,37251,618 0,1.129436244
6776,37251,626 0,2.82359061
6777,37251,626 1,0.318906557
6778,37251,628 0,1.129436244
6779,37251,661 0,1.694154366
6780,37251,689 0,2.258872488
6781,37251,692 0,1.129436244
6782,37251,695 0,0.564718122
6783,37251,7 0,0.564718122
6784,37251,700 0,3.953026854
6785,37251,716 0,2.258872488
6786,37251,718 0,4.517744976
6787,37251,744 0,0.564718122
6788,37251,784 0,0.564718122
6789,37251,787 0,0.564718122
6790,37251,806 0,15.81210742
6791,37251,811 0,0.564718122
6792,37251,835 0,0.564718122
6793,37251,836 1,7.334850818
6794,37251,837 0,1.129436244
6795,37251,844 0,0.564718122
6796,37251,847 0,0.564718122
6797,37251,867 0,15.81210742
6798,37251,875 0,0.564718122
6799,37251,876 0,2.577779045
6800,37251,924 1,0.032433241
6801,37251,948 0,0.564718122
6802,37251,956 0,1.129436244
6803,37251,983 0,1.129436244
6804,37251,988 0,0.564718122
6805,37251,991 0,0.564718122
6806,37251,993 1,0.032433241
6807,37273,88 1,10
6808,37284,1017 1,0.101701392
6809,37284,1125 1,0.318906557
6810,37284,1168 1,1.129436244
6811,37284,1228 1,0.376339177
6812,37284,1271 1,0.351339798
6813,37284,1314 1,0.032433241
6814,37284,1317 1,0.318906557
6815,37284,1321 1,0.351339798
6816,37284,142 1,2.620834456
6817,37284,1420 1,0.408772417
6818,37284,1464 1,0.360184624
6819,37284,1533 1,2.993985325
6820,37284,1551 1,0.318906557
6821,37284,1562 1,0.318906557
6822,37284,1569 1,0.032433241
6823,37284,1578 1,0.114865239
6824,37284,252 1,1.161869485
6825,37284,267 1,0.956719672
6826,37284,268 1,0.597151363
6827,37284,388 1,0.203402785
6828,37284,464 1,0.564718122
6829,37284,491 1,1.578075765
6830,37284,59 1,0.032433241
6831,37284,618 1,1.480776042
6832,37284,782 1,0.032433241
6833,37284,88 1,2.454266582
6834,37307,1109 1,1.545364582
6835,37307,1224 1,2
6836,37307,1495 0,0.564718122
6837,37307,260 1,0.032433241
6838,37307,866 1,1.284168586
6839,37362,1375 1,0.564718122
6840,37362,259 1,0.114865239
6841,37362,409 1,0.032433241
6842,37362,454 1,0.318906557
6843,37362,626 2,0.564718122
6844,37362,866 1,0.057432619
6845,37362,895 1,0.941057299
6846,37451,104 1,1.694154366
6847,37451,1136 1,15.2323459
6848,37451,1137 1,7.341335586
6849,37451,142 1,0.720369249
6850,37451,238 1,0.101701392
6851,37451,271 1,1.594532787
6852,37451,349 1,0.305104177
6853,37451,406 1,3.189065573
6854,37451,425 1,0.406805569
6855,37451,584 1,4.517744976
6856,37451,588 1,0.032433241
6857,37451,7 1,0.318906557
6858,37451,716 1,0.989152913
6859,37451,782 1,0.032433241
6860,37451,786 1,0.360184624
6861,37588,1214 0,48.964697
6862,37588,1214 1,0.942917292
6863,37588,268 0,0.406805569
6864,37588,349 0,0.101701392
6865,37588,380 0,0.101701392
6866,37588,383 0,0.203402785
6867,37588,452 0,0.203402785
6868,37588,480 0,0.203402785
6869,37588,626 0,0.203402785
6870,37588,640 0,0.101701392
6871,37588,693 0,0.101701392
6872,37701,1171 0,1.032433241
6873,37701,1224 0,0.564718122
6874,37701,1289 0,0.564718122
6875,37701,1292 0,1.694154366
6876,37701,1306 0,0.564718122
6877,37701,1489 0,1.694154366
6878,37701,258 0,3.275626229
6879,37701,261 0,0.564718122
6880,37701,345 0,0.564718122
6881,37701,388 0,0.564718122
6882,37701,388 1,1
6883,37701,412 0,6.420741973
6884,37701,454 0,0.564718122
6885,37701,486 0,0.564718122
6886,37701,59 0,0.564718122
6887,37701,718 0,1
6888,37701,775 0,2
6889,37701,820 0,0.564718122
6890,37701,864 0,1
6891,37701,876 0,2.245816181
6892,37701,923 0,0.564718122
6893,37864,1065 1,0.057432619
6894,37864,1181 1,0.064866482
6895,37864,119 1,0.032433241
6896,37864,1214 1,2.232345901
6897,37864,1317 1,1.257463666
6898,37864,1318 1,6.313396872
6899,37864,15 0,12.42379868
6900,37864,15 1,3.110753706
6901,37864,1501 1,0.637813115
6902,37864,1551 1,0.900461561
6903,37864,18 1,1.375685072
6904,37864,259 1,0.915312531
6905,37864,267 1,0.180092312
6906,37864,409 1,0.097299723
6907,37864,460 1,0.057432619
6908,37864,505 1,0.425051106
6909,37864,574 1,0.032433241
6910,37864,674 1,0.032433241
6911,37864,732 1,0.162166204
6912,37864,786 1,0.057432619
6913,37864,787 1,0.180092312
6914,37864,796 1,0.611495505
6915,37864,856 0,0.564718122
6916,37864,914 0,0.564718122
6917,37906,1070 1,0.162166204
6918,37906,1214 1,1.594532787
6919,37906,1317 1,0.318906557
6920,37906,172 1,0.318906557
6921,37906,238 1,0.318906557
6922,37906,365 1,0.318906557
6923,37906,383 1,0.318906557
6924,37906,485 1,4.464691803
6925,37906,667 1,0.318906557
6926,37906,811 1,0.637813115
6927,37906,817 1,0.318906557
6928,37906,886 1,1.275626229
6929,37906,92 1,6.468573334
6930,37934,15 1,0.318906557
6931,37934,152 1,9.053217806
6932,38002,425 0,0.101701392
6933,38002,460 0,0.666419514
6934,38002,851 0,32.85908056
6935,38022,1570 1,10.15836489
6936,38022,1587 1,0.101701392
6937,38022,836 1,0.564718122
6938,38022,970 1,0.564718122
6939,38230,137 1,0.129732964
6940,38230,425 1,1.491929081
6941,38401,1061 1,0.318906557
6942,38401,115 1,7.91785763
6943,38401,1214 1,71.33877404
6944,38401,1543 1,0.318906557
6945,38401,285 1,0.180092312
6946,38401,365 1,0.032433241
6947,38401,388 1,9.600208074
6948,38401,425 1,0.360184624
6949,38401,718 1,0.318906557
6950,38401,763 1,0.318906557
6951,38401,866 1,2.774708239
6952,38485,1171 0,0.180092312
6953,38485,1284 0,0.624010734
6954,38485,1289 0,0.376339177
6955,38485,1390 0,0.101701392
6956,38485,15 0,0.101701392
6957,38485,25 0,0.101701392
6958,38485,295 0,0.101701392
6959,38485,333 0,1.217555076
6960,38485,345 0,0.101701392
6961,38485,386 0,0.101701392
6962,38485,388 0,0.522309342
6963,38485,406 0,34.8755797
6964,38485,527 0,0.42060795
6965,38485,529 0,18.54821562
6966,38485,612 0,12.92193098
6967,38485,661 0,0.101701392
6968,38734,258 1,1.129436244
6969,38734,485 1,0.180092312
6970,38775,486 1,0.180092312
6971,38798,1513 0,0.057432619
6972,38846,485 0,0.360184624
6973,38846,716 0,0.287163096
6974,38967,115 0,0.032433241
6975,38967,1156 1,0.318906557
6976,38967,133 0,20.64309279
6977,38967,1333 0,0.564718122
6978,38967,1360 0,0.166567874
6979,38967,15 0,6.617368189
6980,38967,15 1,27.07166063
6981,38967,1588 1,0.564718122
6982,38967,1617 1,0.318906557
6983,38967,172 0,0.229730477
6984,38967,19 0,0.057432619
6985,38967,192 0,0.203402785
6986,38967,238 0,0.172297858
6987,38967,25 0,0.666419514
6988,38967,251 0,0.203402785
6989,38967,260 0,0.564718122
6990,38967,266 0,0.739514507
6991,38967,349 0,0.204731099
6992,38967,385 0,2.397458169
6993,38967,388 0,1.512931341
6994,38967,421 0,0.406805569
6995,38967,421 1,0.406805569
6996,38967,460 0,1.610208354
6997,38967,480 0,1.129436244
6998,38967,541 0,0.101701392
6999,38967,693 0,1.775626738
7000,38967,694 0,1.462571992
7001,38967,695 0,0.318906557
7002,38967,782 1,0.318906557
7003,38967,786 0,0.637813115
7004,38967,786 1,1.913439344
7005,38967,828 0,166.3978197
7006,38967,876 0,0.564718122
7007,39004,997 1,0.180092312
7008,39021,147 1,0.318906557
7009,39021,1501 1,1.275626229
7010,39021,1538 1,0.318906557
7011,39021,584 1,0.318906557
7012,39021,836 1,5.740318032
7013,39021,840 0,6.378131146
7014,39021,840 1,0.318906557
7015,39029,460 0,2
7016,39052,1043 1,0.057432619
7017,39052,1109 1,0.915312531
7018,39052,1110 1,0.101701392
7019,39052,133 1,0.101701392
7020,39052,266 1,0.057432619
7021,39052,267 1,0.861489289
7022,39052,277 1,0.362536796
7023,39052,429 1,0.114865239
7024,39052,836 1,0.229730477
7025,39104,1019 1,4.78359836
7026,39104,1137 1,0.064866482
7027,39104,1247 1,0.032433241
7028,39104,1255 1,0.551365095
7029,39104,1316 1,0.389198891
7030,39104,1317 1,0.097299723
7031,39104,1318 1,0.032433241
7032,39104,1324 0,0.032433241
7033,39104,1390 0,0.032433241
7034,39104,1390 1,0.806094951
7035,39104,142 1,0.032433241
7036,39104,152 1,0.318906557
7037,39104,1534 1,0.032433241
7038,39104,1559 1,0.032433241
7039,39104,1579 1,0.032433241
7040,39104,1586 1,0.032433241
7041,39104,1587 1,0.032433241
7042,39104,172 0,0.564718122
7043,39104,172 1,6.776617464
7044,39104,2 1,0.032433241
7045,39104,258 1,0.351339798
7046,39104,261 1,2.551252459
7047,39104,266 1,0.768235858
7048,39104,285 0,0.517907672
7049,39104,285 1,0.962835304
7050,39104,345 0,0.464238188
7051,39104,349 0,0.101701392
7052,39104,350 1,0.064866482
7053,39104,353 1,0.032433241
7054,39104,375 1,0.426033801
7055,39104,383 1,1.498776465
7056,39104,386 1,0.032433241
7057,39104,388 1,0.513506003
7058,39104,406 1,0.032433241
7059,39104,411 0,2.052999829
7060,39104,411 1,1.099699131
7061,39104,425 0,3.794829842
7062,39104,425 1,10.66405401
7063,39104,460 1,1.091219766
7064,39104,485 0,0.337537418
7065,39104,485 1,10.10170139
7066,39104,491 1,0.032433241
7067,39104,555 1,0.032433241
7068,39104,661 1,0.064866482
7069,39104,667 1,0.032433241
7070,39104,7 1,0.892002058
7071,39104,700 1,3.189065573
7072,39104,716 1,11.63651851
7073,39104,796 1,0.032433241
7074,39104,836 1,1.651965406
7075,39184,1017 0,69.34133559
7076,39184,1030 0,0.564718122
7077,39184,1068 0,2.82359061
7078,39184,1069 0,1.129436244
7079,39184,1071 0,1
7080,39184,115 0,0.08986586
