,memberID,b_g,total_hits
13497,62673,285 1,0.948491161
13498,62673,2891 2,0.101701392
13499,62673,294 1,0.129732964
13500,62673,349 1,0.318906557
13501,62673,350 1,0.318906557
13502,62673,375 1,2.342096338
13503,62673,383 1,0.032433241
13504,62673,384 1,1.594532787
13505,62673,386 1,0.637813115
13506,62673,388 1,1.774496025
13507,62673,394 1,3.392245382
13508,62673,394 2,0.203402785
13509,62673,396 1,0.032433241
13510,62673,411 2,0.203402785
13511,62673,421 1,0.032433241
13512,62673,429 1,1.295281272
13513,62673,454 1,0.032433241
13514,62673,460 1,0.947745772
13515,62673,485 1,0.180092312
13516,62673,486 1,1.840344351
13517,62673,491 1,1.626966028
13518,62673,540 1,0.318906557
13519,62673,59 1,0.564718122
13520,62673,626 1,0.83241256
13521,62673,661 1,0.199001115
13522,62673,667 1,0.42060795
13523,62673,7 1,0.318906557
13524,62673,700 1,0.235836026
13525,62673,712 1,2.551252459
13526,62673,716 1,0.637813115
13527,62673,718 1,0.597151363
13528,62673,744 1,1.626966028
13529,62673,796 1,0.101701392
13530,62673,811 1,0.882771909
13531,62673,82 1,0.134134633
13532,62673,838 1,0.318906557
13533,62673,865 1,0.318906557
13534,62673,886 1,0.064866482
13535,62673,937 1,0.032433241
13536,62673,980 1,0.711909746
13537,62681,731 0,0.032433241
13538,62688,1139 1,0.318906557
13539,62688,1185 1,0.057432619
13540,62688,133 0,0.08986586
13541,62688,15 0,10.84282295
13542,62688,15 1,0.376339177
13543,62688,172 0,0.318906557
13544,62688,172 1,0.837838412
13545,62688,236 0,0.032433241
13546,62688,236 1,4.464691803
13547,62688,251 0,0.318906557
13548,62688,252 1,0.057432619
13549,62688,256 0,0.114865239
13550,62688,256 1,0.900461561
13551,62688,259 0,4.203907644
13552,62688,365 1,1.594532787
13553,62688,425 1,0.032433241
13554,62688,460 1,0.574326193
13555,62688,510 1,0.227032686
13556,62688,635 1,0.032433241
13557,62688,649 1,0.389198891
13558,62688,667 0,2.462076378
13559,62688,667 1,26.96118503
13560,62688,693 0,1.474787753
13561,62688,694 0,3.246498193
13562,62688,700 0,0.114865239
13563,62688,741 1,7.465273562
13564,62688,774 0,0.057432619
13565,62688,836 1,0.032433241
13566,62688,865 1,0.3270302
13567,62855,1214 1,49.69519474
13568,62855,1224 1,0.564718122
13569,62855,1588 1,0.564718122
13570,62885,103 1,0.564718122
13571,62885,1089 1,0.564718122
13572,62885,1109 1,0.318906557
13573,62885,1146 1,0.564718122
13574,62885,115 1,4.517744976
13575,62885,1247 1,0.564718122
13576,62885,1274 1,6.211899342
13577,62885,133 1,1.129436244
13578,62885,137 1,4.517744976
13579,62885,1390 1,5.986129597
13580,62885,1546 1,2.82359061
13581,62885,172 1,1.694154366
13582,62885,2 1,0.637813115
13583,62885,256 1,22.02708821
13584,62885,259 1,1.694154366
13585,62885,260 1,0.564718122
13586,62885,261 1,6.211899342
13587,62885,266 1,0.989152913
13588,62885,267 1,0.564718122
13589,62885,350 1,0.318906557
13590,62885,365 1,4.275518209
13591,62885,375 1,1.129436244
13592,62885,383 1,5.082463098
13593,62885,388 1,0.032433241
13594,62885,421 1,0.564718122
13595,62885,460 1,2.258872488
13596,62885,485 1,2.232345901
13597,62885,486 1,2.82359061
13598,62885,491 1,0.318906557
13599,62885,540 1,1.129436244
13600,62885,667 1,2.551252459
13601,62885,668 1,0.564718122
13602,62885,700 1,0.564718122
13603,62885,811 1,0.564718122
13604,62885,82 1,1.129436244
13605,62885,836 1,5.837617755
13606,62885,886 1,0.344595716
13607,62885,92 1,0.032433241
13608,62960,133 0,3.189065573
13609,62960,19 0,1.129436244
13610,62960,191 0,0.057432619
13611,62960,290 0,0.318906557
13612,62960,527 0,0.032433241
13613,62960,835 0,0.637813115
13614,63172,1222 1,0.101701392
13615,63172,1559 1,2.82359061
13616,63172,266 1,1.118715315
13617,63172,388 1,0.318906557
13618,63172,722 1,0.203402785
13619,63209,115 1,0.180092312
13620,63209,1214 0,24.11583998
13621,63209,1214 1,183.476699
13622,63209,266 0,4.914671974
13623,63209,266 1,38.55531249
13624,63209,588 0,0.180092312
13625,63209,626 1,0.057432619
13626,63209,718 0,0.294957551
13627,63209,811 0,2.180092312
13628,63209,811 1,0.450050484
13629,63209,836 1,0.172297858
13630,63209,858 1,0.180092312
13631,63225,883 0,2.82359061
13632,63227,118 0,0.032433241
13633,63227,827 0,0.032433241
13634,63266,626 1,0.057432619
13635,63388,1017 1,0.101701392
13636,63388,1136 1,1.251735345
13637,63388,115 1,3.953026854
13638,63388,118 1,3.953026854
13639,63388,1206 1,0.101701392
13640,63388,1225 1,4.93909945
13641,63388,1316 1,11.12164587
13642,63388,1317 1,0.77366171
13643,63388,1365 1,5
13644,63388,1392 0,0.376339177
13645,63388,15 1,6.189964331
13646,63388,152 1,1.367952291
13647,63388,1528 1,0.101701392
13648,63388,1533 1,1
13649,63388,1550 1,0.101701392
13650,63388,1559 1,0.375700642
13651,63388,172 1,15.34909069
13652,63388,19 1,9.600208074
13653,63388,2 1,1.222991011
13654,63388,207 0,0.101701392
13655,63388,238 1,31.74868852
13656,63388,25 1,0.180092312
13657,63388,261 1,0.032433241
13658,63388,266 1,7.963559059
13659,63388,267 1,29.92341659
13660,63388,271 1,0.101701392
13661,63388,273 0,0.58886473
13662,63388,285 1,25.22048547
13663,63388,349 1,0.305104177
13664,63388,375 1,0.129732964
13665,63388,383 1,0.162166204
13666,63388,384 1,1
13667,63388,411 0,0.406805569
13668,63388,411 1,3.667326422
13669,63388,425 1,0.235836026
13670,63388,429 1,21.3513398
13671,63388,552 1,0.305104177
13672,63388,555 1,0.212525553
13673,63388,626 1,0.101701392
13674,63388,635 1,0.101701392
13675,63388,701 1,0.101701392
13676,63388,716 1,1.275626229
13677,63388,732 1,0.564718122
13678,63388,744 1,2.487765537
13679,63388,811 1,0.508506962
13680,63388,829 0,0.318906557
13681,63388,836 1,0.101701392
13682,63388,858 1,1.215639473
13683,63388,92 1,0.172297858
13684,63388,921 1,8.246953786
13685,63388,924 1,0.287163096
13686,63390,1512 0,10
13687,63390,256 0,1
13688,63390,396 0,1
13689,63390,617 0,1
13690,63413,1214 0,0.180092312
13691,63413,1214 1,3.331967481
13692,63413,2 1,1.037863709
13693,63413,626 0,3.958611893
13694,63443,1214 1,0.318906557
13695,63481,627 0,3.507972131
13696,63481,657 0,3.189065573
13697,63508,1214 1,18.17767377
13698,63508,1713 1,0.114865239
13699,63508,425 1,0.172297858
13700,63508,626 1,0.918921908
13701,63508,718 1,0.057432619
13702,63508,836 0,0.064866482
13703,63508,836 1,0.032433241
13704,63508,924 1,4.601540913
13705,63540,1319 0,1.981015434
13706,63540,133 0,0.180092312
13707,63540,1384 0,0.180092312
13708,63540,1436 0,0.180092312
13709,63540,19 0,0.180092312
13710,63540,388 0,0.180092312
13711,63540,407 0,0.180092312
13712,63540,460 0,0.180092312
13713,63540,527 0,0.540276936
13714,63540,588 0,0.180092312
13715,63540,617 0,0.180092312
13716,63540,732 0,0.360184624
13717,63540,835 0,0.720369249
13718,63540,837 1,0.180092312
13719,63540,867 0,18.72960046
13720,63540,883 0,0.180092312
13721,63571,172 0,1.129436244
13722,63571,266 0,1
13723,63608,1018 1,0.360184624
13724,63608,1171 0,0.636536046
13725,63608,119 1,0.331431869
13726,63608,1214 0,91.56746002
13727,63608,1214 1,16.19913149
13728,63608,1377 0,0.637813115
13729,63608,15 0,0.360184624
13730,63608,1513 0,0.057432619
13731,63608,1634 1,0.180092312
13732,63608,191 0,0.180092312
13733,63608,258 1,0.114865239
13734,63608,266 0,0.318906557
13735,63608,349 1,0.147298479
13736,63608,388 0,11.16172951
13737,63608,388 1,3.216339295
13738,63608,411 0,0.057432619
13739,63608,460 1,0.459460954
13740,63608,722 1,0.101701392
13741,63608,75 1,1.148652385
13742,63608,796 1,0.101701392
13743,63608,80 0,0.318906557
13744,63608,80 1,4.854611532
13745,63608,824 1,29.19608603
13746,63608,829 0,1.594532787
13747,63608,837 1,0.057432619
13748,63608,980 1,0.159134012
13749,63632,25 0,0.449329301
13750,63632,618 0,0.097299723
13751,63674,1061 1,0.637813115
13752,63674,1070 1,0.318906557
13753,63674,1136 1,0.318906557
13754,63674,1214 1,24.55580491
13755,63674,1224 1,0.318906557
13756,63674,133 1,0.318906557
13757,63674,1390 1,0.637813115
13758,63674,1543 1,0.318906557
13759,63674,383 1,0.318906557
13760,63674,388 1,0.318906557
13761,63674,394 1,0.637813115
13762,63674,421 1,0.318906557
13763,63674,668 1,0.318906557
13764,63674,716 1,4.464691803
13765,63674,718 1,0.318906557
13766,63674,786 1,1.275626229
13767,63674,950 1,0.318906557
13768,63773,1242 1,0.172297858
13769,63773,1259 0,0.057432619
13770,63773,1332 1,0.516893573
13771,63773,1351 1,0.114865239
13772,63773,403 0,0.057432619
13773,63773,808 1,0.114865239
13774,63773,859 1,0.229730477
13775,63827,1319 0,0.101701392
13776,63827,1324 0,0.666419514
13777,63827,1395 0,0.564718122
13778,63827,142 0,0.101701392
13779,63827,1489 0,1.981015434
13780,63827,15 0,0.180092312
13781,63827,1622 0,0.564718122
13782,63827,19 0,0.813611138
13783,63827,191 0,0.057432619
13784,63827,238 0,0.101701392
13785,63827,256 0,2.82359061
13786,63827,266 0,0.180092312
13787,63827,267 1,0.114865239
13788,63827,271 0,0.666419514
13789,63827,285 0,0.057432619
13790,63827,303 0,3.720660031
13791,63827,308 0,0.360184624
13792,63827,345 0,0.666419514
13793,63827,349 0,1.129436244
13794,63827,383 0,0.057432619
13795,63827,383 1,0.057432619
13796,63827,385 0,0.180092312
13797,63827,386 0,2.077649463
13798,63827,407 0,0.180092312
13799,63827,485 0,0.564718122
13800,63827,527 0,0.101701392
13801,63827,541 0,3.382655167
13802,63827,566 0,0.180092312
13803,63827,7 0,0.564718122
13804,63827,716 0,0.622150741
13805,63827,733 0,0.180092312
13806,63827,835 0,0.101701392
13807,63827,867 0,1.220416708
13808,63841,1376 1,1.017013923
13809,63841,425 1,1.594532787
13810,63895,454 0,3.189065573
13811,63922,1070 1,0.032433241
13812,63922,1214 1,1.979746714
13813,63922,133 1,0.032433241
13814,63922,1420 1,0.032433241
13815,63922,259 1,0.032433241
13816,63922,394 1,0.032433241
13817,63922,425 0,0.032433241
13818,63922,452 1,0.287163096
13819,63922,59 1,0.064866482
13820,63922,658 1,0.032433241
13821,63922,966 0,0.032433241
13822,63970,1017 1,0.032433241
13823,63970,1214 1,0.318906557
13824,63970,1225 1,0.032433241
13825,63970,1268 1,1
13826,63970,1313 1,0.032433241
13827,63970,1325 1,0.564718122
13828,63970,1358 1,0.032433241
13829,63970,1370 1,1.032433241
13830,63970,152 1,0.180092312
13831,63970,1568 1,3.497044576
13832,63970,1571 1,0.597151363
13833,63970,1713 1,0.032433241
13834,63970,25 1,0.564718122
13835,63970,260 1,0.564718122
13836,63970,394 1,0.392617865
13837,63970,485 1,0.057432619
13838,63970,626 1,0.629584604
13839,63970,657 0,0.360184624
13840,63970,692 0,0.101701392
13841,63970,782 1,0.564718122
13842,63970,867 1,0.698852755
13843,63989,1224 1,0.318906557
13844,63989,394 1,2.551252459
13845,63989,811 0,0.057432619
13846,63989,811 1,0.229730477
13847,64029,118 0,0.032433241
13848,64029,1214 1,0.180092312
13849,64029,285 0,0.064866482
13850,64029,52 1,0.324332409
13851,64116,383 1,0.318906557
13852,64116,716 1,0.318906557
13853,64116,836 1,1.913439344
13854,64138,1225 1,0.180092312
13855,64138,15 1,0.180092312
13856,64138,172 1,0.318906557
13857,64138,238 1,2.52129237
13858,64138,256 1,0.318906557
13859,64138,285 1,0.180092312
13860,64138,406 1,0.498998869
13861,64138,711 1,0.318906557
13862,64138,716 1,0.360184624
13863,64237,1008 1,0.360184624
13864,64237,1011 1,0.032433241
13865,64237,1071 2,0.101701392
13866,64237,115 1,0.318906557
13867,64237,1220 1,0.351339798
13868,64237,1224 2,0.101701392
13869,64237,1389 0,0.101701392
13870,64237,1416 0,4.810727618
13871,64237,142 1,0.360184624
13872,64237,1448 1,0.637813115
13873,64237,15 1,9.442782029
13874,64237,152 2,0.305104177
13875,64237,1528 1,0.318906557
13876,64237,1559 1,0.318906557
13877,64237,1593 2,0.101701392
13878,64237,1677 1,0.360184624
13879,64237,172 1,0.582774154
13880,64237,238 1,11.37233541
13881,64237,258 0,2.258872488
13882,64237,258 1,0.461886017
13883,64237,260 1,0.351339798
13884,64237,285 1,0.318906557
13885,64237,349 0,0.101701392
13886,64237,349 1,0.032433241
13887,64237,356 1,0.032433241
13888,64237,388 0,0.637813115
13889,64237,388 1,2.264969497
13890,64237,408 1,0.461886017
13891,64237,411 1,1.159927488
13892,64237,411 2,0.203402785
13893,64237,505 1,0.166567874
13894,64237,525 1,0.309825276
13895,64237,564 1,0.956719672
13896,64237,629 1,24.06183327
13897,64237,635 1,0.731285996
13898,64237,674 1,0.360184624
13899,64237,692 0,0.101701392
13900,64237,7 1,0.318906557
13901,64237,700 0,0.318906557
13902,64237,716 1,0.180092312
13903,64237,717 1,2
13904,64237,763 1,1.129436244
13905,64237,765 1,0.129732964
13906,64237,80 1,0.212525553
13907,64237,811 1,1.455718541
13908,64237,824 1,7.707265045
13909,64237,836 1,0.318906557
13910,64237,851 1,1
13911,64237,865 1,0.351339798
13912,64237,890 1,0.180092312
13913,64263,1137 1,1.170787776
13914,64263,1324 1,1.202531237
13915,64263,460 1,2.870159016
13916,64268,15 1,0.057432619
13917,64268,7 1,0.318906557
13918,64316,142 1,0.229730477
13919,64316,1420 1,0.229730477
13920,64316,285 1,0.057432619
13921,64348,425 0,0.172297858
13922,64394,1020 1,0.057432619
13923,64394,1041 1,0.032433241
13924,64394,1110 1,0.057432619
13925,64394,119 1,0.7135313
13926,64394,1316 1,0.057432619
13927,64394,152 1,3.15784131
13928,64394,1529 1,0.032433241
13929,64394,1533 1,1.64054658
13930,64394,1550 1,0.057432619
13931,64394,172 1,0.08986586
13932,64394,207 1,0.032433241
13933,64394,2261 2,0.114865239
13934,64394,238 1,0.057432619
13935,64394,259 1,0.057432619
13936,64394,266 1,0.057432619
13937,64394,267 1,0.122299101
13938,64394,285 1,0.114865239
13939,64394,349 1,0.057432619
13940,64394,354 1,0.057432619
13941,64394,360 1,0.057432619
13942,64394,365 1,0.057432619
13943,64394,375 1,0.032433241
13944,64394,383 0,1.148652385
13945,64394,383 1,0.064866482
13946,64394,386 1,0.057432619
13947,64394,388 2,0.057432619
13948,64394,411 0,0.516893573
13949,64394,411 1,1.148652385
13950,64394,425 1,0.516893573
13951,64394,460 0,0.057432619
13952,64394,460 1,0.114865239
13953,64394,552 1,0.057432619
13954,64394,566 1,0.057432619
13955,64394,618 1,0.287163096
13956,64394,626 1,0.08986586
13957,64394,674 1,0.129732964
13958,64394,7 1,0.097299723
13959,64394,700 1,0.114865239
13960,64394,716 1,0.478730349
13961,64394,718 1,0.057432619
13962,64394,744 1,0.032433241
13963,64394,836 1,0.057432619
13964,64394,921 1,0.057432619
13965,64434,425 0,0.360184624
13966,64489,59 0,0.637813115
13967,64489,617 0,0.637813115
13968,64500,1011 1,0.032433241
13969,64500,130 1,0.057432619
13970,64500,137 1,1.580730406
13971,64500,172 1,0.032433241
13972,64500,258 1,0.032433241
13973,64500,285 1,0.032433241
13974,64500,350 1,1.161869485
13975,64500,385 1,1.795855758
13976,64500,388 1,0.342258517
13977,64500,425 1,5.086842544
13978,64500,460 1,0.564718122
13979,64500,485 1,0.032433241
13980,64500,555 1,0.564718122
13981,64500,626 1,3.585803569
13982,64500,716 1,0.638559354
13983,64500,744 1,4.754749207
13984,64500,811 1,0.406805569
13985,64500,858 1,1.129436244
13986,64500,886 1,0.032433241
13987,64523,1046 1,0.032433241
13988,64523,1163 1,0.032433241
13989,64523,158 1,0.032433241
13990,64523,505 1,0.032433241
13991,64523,701 1,0.032433241
13992,64523,732 1,0.032433241
13993,64523,866 1,0.032433241
13994,64523,867 1,1.275626229
13995,64662,1214 0,0.180092312
13996,64662,130 1,0.180092312
13997,64662,238 1,12.70138468
13998,64662,266 1,0.032433241
13999,64662,629 1,10.18009231
14000,64662,635 1,2.701384682
14001,64667,1011 1,0.032433241
14002,64667,1071 1,0.324332409
14003,64667,1097 1,0.032433241
14004,64667,1120 1,0.194599445
14005,64667,1124 1,0.064866482
14006,64667,115 1,0.064866482
14007,64667,1163 1,0.129732964
14008,64667,133 1,0.454065373
14009,64667,152 1,0.681098059
14010,64667,1572 1,11.51907003
14011,64667,172 1,0.162166204
14012,64667,19 1,0.032433241
14013,64667,238 1,1.200029913
14014,64667,25 1,0.291899168
14015,64667,266 1,0.681098059
14016,64667,294 1,0.032433241
14017,64667,349 1,0.032433241
14018,64667,365 1,0.032433241
14019,64667,383 1,0.032433241
14020,64667,406 1,3.405490294
14021,64667,411 1,0.162166204
14022,64667,425 1,1.037863709
14023,64667,454 1,0.032433241
14024,64667,460 1,0.064866482
14025,64667,464 1,0.064866482
14026,64667,486 1,0.032433241
14027,64667,540 1,0.032433241
14028,64667,552 1,0.097299723
14029,64667,584 1,0.064866482
14030,64667,59 1,0.940563986
14031,64667,626 1,0.291899168
14032,64667,716 1,0.097299723
14033,64667,717 1,0.032433241
14034,64667,718 1,0.064866482
14035,64667,788 1,0.032433241
14036,64667,796 1,0.162166204
14037,64667,82 1,0.908130745
14038,64667,858 1,0.032433241
14039,64667,88 1,0.032433241
14040,64667,92 1,3.210890849
14041,64667,921 1,1.264896395
14042,64667,937 1,0.032433241
14043,64667,970 1,0.032433241
14044,64696,1214 1,1.594532787
14045,64696,15 1,0.101701392
14046,64696,1639 1,0.564718122
14047,64696,285 1,0.180092312
14048,64696,383 1,0.180092312
14049,64696,626 1,0.180092312
14050,64696,866 1,0.281793704
14051,64747,119 1,0.032433241
14052,64747,256 1,0.064866482
14053,64747,997 1,0.032433241
14054,64770,1046 1,0.180092312
14055,64770,1120 1,0.032433241
14056,64770,1225 1,0.032433241
14057,64770,2 1,0.032433241
14058,64770,266 1,0.101701392
14059,64770,626 1,0.180092312
14060,64770,867 1,24.93078697
14061,64828,1011 1,5.132015039
14062,64828,1116 1,0.057432619
14063,64828,1120 1,0.057432619
14064,64828,1136 1,0.057432619
14065,64828,1137 1,0.057432619
14066,64828,1225 1,0.464238188
14067,64828,1231 1,0.057432619
14068,64828,133 1,1.042758691
14069,64828,172 1,0.057432619
14070,64828,236 1,0.498998869
14071,64828,261 1,0.376339177
14072,64828,285 1,0.172297858
14073,64828,394 1,0.564718122
14074,64828,555 1,0.057432619
14075,64828,674 1,0.564718122
14076,64828,701 1,0.057432619
14077,64828,732 1,0.057432619
14078,64828,765 1,0.637813115
14079,64828,829 0,16.31394075
14080,64828,859 1,0.622150741
14081,64828,865 1,0.180092312
14082,64831,238 1,10.3717009
14083,64831,510 1,6.012656183
14084,64838,15 1,0.08986586
14085,64838,409 1,0.032433241
14086,64872,425 0,0.564718122
14087,64872,460 0,0.318906557
14088,64872,806 0,0.564718122
14089,64952,1163 1,0.057432619
14090,64952,130 1,0.180092312
14091,64952,133 1,0.564718122
14092,64952,142 1,1.260646185
14093,64952,152 1,85.8517028
14094,64952,1529 1,1.694154366
14095,64952,1616 1,0.180092312
14096,64952,2 1,1.260646185
14097,64952,25 1,0.180092312
14098,64952,259 1,0.172297858
14099,64952,267 1,1.594532787
14100,64952,268 1,31.29436244
14101,64952,429 1,1.840344351
14102,64952,431 1,6
14103,64952,584 1,0.180092312
14104,64952,59 1,0.564718122
14105,64952,716 1,0.057432619
14106,64952,786 0,0.101701392
14107,64952,786 1,0.101701392
14108,64952,796 1,0.564718122
14109,64952,838 1,2.258872488
14110,64952,867 1,0.057432619
14111,65019,2161 2,0.318906557
14112,65035,1091 1,0.564718122
14113,65041,1061 1,0.134134633
14114,65041,133 1,0.696985886
14115,65041,137 1,0.180092312
14116,65041,266 1,0.655142175
14117,65041,383 1,0.294957551
14118,65041,388 1,2.714475638
14119,65041,403 0,0.101701392
14120,65041,403 1,0.720369249
14121,65041,612 1,0.057432619
14122,65250,1214 0,0.318906557
14123,65250,1214 1,4.78359836
14124,65313,1035 0,0.564718122
14125,65313,1182 1,0.564718122
14126,65313,1214 0,1.129436244
14127,65313,1225 1,3.388308732
14128,65313,1284 0,0.564718122
14129,65313,1313 0,0.564718122
14130,65313,1358 1,0.564718122
14131,65313,1578 1,2.82359061
14132,65313,388 0,0.564718122
14133,65313,527 0,5.64718122
14134,65313,612 0,5.64718122
14135,65313,689 0,0.564718122
14136,65313,949 1,0.564718122
14137,65333,142 1,1.080553873
14138,65333,1588 1,0.180092312
14139,65333,19 0,1.620830809
14140,65333,388 1,0.180092312
14141,65333,786 0,0.540276936
14142,65333,790 0,0.720369249
14143,65333,836 1,0.180092312
14144,65368,1136 1,3.189065573
14145,65368,786 1,0.637813115
14146,65403,158 0,0.032433241
14147,65403,1587 0,0.032433241
14148,65403,220 0,1.080553873
14149,65403,258 0,0.360184624
14150,65403,365 0,0.032433241
14151,65403,485 0,0.057432619
14152,65403,566 0,0.51762973
14153,65403,617 0,0.900461561
14154,65403,692 1,0.498998869
14155,65403,836 0,0.318906557
14156,65403,983 0,0.032433241
14157,65459,25 1,0.318906557
14158,65553,433 0,0.454065373
14159,65604,1220 1,0.101701392
14160,65604,1315 1,0.101701392
14161,65604,172 1,0.508506962
14162,65604,2261 2,0.564718122
14163,65604,256 1,0.172297858
14164,65604,261 1,0.057432619
14165,65604,383 1,0.610208354
14166,65604,388 1,0.101701392
14167,65604,566 1,0.229730477
14168,65604,618 1,0.057432619
14169,65604,700 0,0.057432619
14170,65604,700 1,0.260835404
14171,65604,763 1,0.114865239
14172,65604,764 1,15.53672767
14173,65604,824 1,0.114865239
14174,65604,836 1,8.172668926
14175,65647,1017 1,0.101701392
14176,65647,1041 1,0.101701392
14177,65647,1136 1,1.118715315
14178,65647,118 1,0.101701392
14179,65647,1390 1,0.180092312
14180,65647,1434 1,0.203402785
14181,65647,1533 1,0.101701392
14182,65647,1568 1,2.168162479
14183,65647,256 1,1
14184,65647,349 1,0.564718122
14185,65647,429 1,0.305104177
14186,65647,629 1,0.564718122
14187,65647,658 1,0.101701392
14188,65647,796 1,0.101701392
14189,65647,82 1,0.360184624
14190,65647,866 1,1.129436244
14191,65647,867 1,4.507024047
14192,65647,88 1,0.305104177
14193,65647,980 1,0.564718122
14194,65647,992 1,0.032433241
14195,65651,1125 1,1
14196,65651,133 1,0.318906557
14197,65651,172 1,0.318906557
14198,65651,18 1,1.275626229
14199,65651,764 1,0.129732964
14200,65651,883 1,0.956719672
14201,65664,256 0,0.281793704
14202,65664,256 1,1.344379983
14203,65664,259 0,0.101701392
14204,65664,618 0,0.101701392
14205,65664,627 0,0.101701392
14206,65667,118 1,0.287163096
14207,65667,1197 0,0.564718122
14208,65667,1214 0,503.2558113
14209,65667,1214 1,197.0771801
14210,65667,133 0,0.564718122
14211,65667,220 0,0.564718122
14212,65667,360 0,1.694154366
14213,65667,388 0,2.729502588
14214,65667,388 1,5.588535238
14215,65667,731 0,0.564718122
14216,65667,784 0,0.564718122
14217,65667,806 0,1.129436244
14218,65691,1091 1,0.564718122
14219,65691,1109 1,11.29436244
14220,65691,1181 1,1
14221,65691,1317 1,2.82359061
14222,65691,1318 1,23.4389648
14223,65691,1376 1,0.564718122
14224,65691,1434 1,0.564718122
14225,65691,1528 1,2.701384682
14226,65691,1535 1,0.180092312
14227,65691,1563 1,0.180092312
14228,65691,172 1,0.360184624
14229,65691,256 1,5.885159917
14230,65691,261 0,0.572710177
14231,65691,266 1,0.360184624
14232,65691,271 0,0.180092312
14233,65691,294 1,0.180092312
14234,65691,349 0,0.180092312
14235,65691,365 1,0.360184624
14236,65691,383 1,0.180092312
14237,65691,388 1,1.800923121
14238,65691,425 1,0.180092312
14239,65691,460 0,0.540276936
14240,65691,460 1,6.610819504
14241,65691,491 1,0.564718122
14242,65691,635 1,0.180092312
14243,65691,700 0,0.180092312
14244,65691,700 1,0.564718122
14245,65691,716 0,0.180092312
14246,65691,716 1,4.180092312
14247,65691,718 1,0.564718122
14248,65691,744 1,0.180092312
14249,65691,764 1,0.564718122
14250,65691,859 1,7.906053708
14251,65691,866 1,0.360184624
14252,65755,118 0,0.064866482
14253,65755,133 1,21.55534722
14254,65755,142 1,0.305104177
14255,65755,152 1,0.203402785
14256,65755,252 0,1.557290859
14257,65755,252 1,23.81916346
14258,65755,266 0,0.097299723
14259,65755,266 1,24.69462944
14260,65755,394 0,0.032433241
14261,65755,491 0,0.305104177
14262,65755,491 1,0.101701392
14263,65755,786 1,0.032433241
14264,65800,1356 1,0.032433241
14265,65800,142 1,0.032433241
14266,65800,1554 1,0.486498613
14267,65800,2 1,0.518931854
14268,65800,774 1,0.162166204
14269,65800,786 1,0.129732964
14270,65800,811 1,0.032433241
14271,65811,7 1,0.032433241
14272,65974,1011 1,1
14273,65974,1030 1,0.318906557
14274,65974,152 1,1
14275,65974,258 1,1
14276,65974,365 1,1
14277,65974,485 1,5
14278,65974,924 1,1
14279,65994,238 1,12.8481641
14280,65994,566 0,0.564718122
14281,66027,285 0,5
14282,66027,617 0,8
14283,66050,1043 1,0.813611138
14284,66050,1172 0,0.180092312
14285,66050,1197 0,0.180092312
14286,66050,1225 1,1.139044315
14287,66050,1252 1,0.057432619
14288,66050,130 1,0.180092312
14289,66050,133 1,0.597151363
14290,66050,1406 0,0.360184624
14291,66050,1491 1,0.666419514
14292,66050,1509 1,0.768120907
14293,66050,1579 1,2.258872488
14294,66050,1601 0,0.180092312
14295,66050,1623 1,0.057432619
14296,66050,172 1,0.74662405
14297,66050,256 1,0.564718122
14298,66050,258 1,0.057432619
14299,66050,266 1,0.629584604
14300,66050,285 1,1.129436244
14301,66050,290 1,0.032433241
14302,66050,349 1,6.709685375
14303,66050,353 1,0.057432619
14304,66050,354 1,6.776617464
14305,66050,365 1,30.1467907
14306,66050,383 1,7.341335586
14307,66050,385 1,9.600208074
14308,66050,394 1,2.82359061
14309,66050,555 1,0.406805569
14310,66050,626 1,0.057432619
14311,66050,667 1,2.949340377
14312,66050,717 1,1.017013923
14313,66050,836 1,15.21644797
14314,66050,883 0,0.180092312
14315,66050,886 1,0.344595716
14316,66119,485 0,21
14317,66190,782 1,0.318906557
14318,66190,866 1,0.522309342
14319,66190,946 1,0.318906557
14320,66262,1214 0,15.94532787
14321,66262,1214 1,18.81548688
14322,66279,238 1,2.129436244
14323,66279,460 1,0.057432619
14324,66279,865 1,0.162166204
14325,66279,980 1,0.057432619
14326,66295,115 1,2
14327,66295,133 1,3
14328,66295,1420 1,3
14329,66295,172 1,3
14330,66295,19 1,1
14331,66295,194 1,1
14332,66295,388 1,4
14333,66295,396 1,5
14334,66308,1136 1,0.318906557
14335,66308,1424 1,0.318906557
14336,66308,172 1,0.318906557
14337,66308,18 1,1.797935571
14338,66308,383 1,0.101701392
14339,66308,52 1,0.032433241
14340,66308,667 1,0.637813115
14341,66308,881 1,4.78359836
14342,66330,1214 0,0.637813115
14343,66330,1393 1,0.057432619
14344,66335,1197 0,1
14345,66335,271 0,1.505775421
14346,66335,460 0,1.694154366
14347,66382,115 0,0.180092312
14348,66382,133 0,2.075605548
14349,66382,836 0,0.057432619
14350,66386,118 1,0.057432619
14351,66386,1214 1,13.39407541
14352,66386,18 1,1.260646185
14353,66386,388 1,1.754156395
14354,66386,425 1,0.057432619
14355,66386,460 1,0.057432619
14356,66386,716 1,0.057432619
14357,66386,741 1,0.114865239
14358,66433,1041 1,0.032433241
14359,66433,1096 1,0.032433241
14360,66433,1120 1,0.064866482
14361,66433,1136 1,0.032433241
14362,66433,1225 1,0.032433241
14363,66433,1242 1,0.032433241
14364,66433,1317 1,0.064866482
14365,66433,133 1,0.032433241
